Strain,Replicate,Day,Area,Mean,Min,Max,,stack_position,stack,stack_size,group,run,issues,passage
125,2,12,1.062,20316.814,17973,27543,,5,1,12,p3,2,,8
125,1,12,1.027,20378.991,18077,26611,,6,1,12,p3,2,,8
103,3,12,1.059,19827.527,17563,33095,,7,1,12,p3,2,,8
103,2,12,1.237,19868.367,17506,30059,,8,1,12,p3,2,,8
103,1,12,0.836,19477.494,17324,26829,,9,1,12,p3,2,,8
148,3,12,3.731,19395.393,10697,32382,,10,1,12,p3,2,,8
148,2,12,7.828,19425.67,11531,33259,,11,1,12,p3,2,,8
148,1,12,6.34,19273.68,13234,33254,,12,1,12,p3,2,,8
114,3,12,4.179,20117.482,17602,33645,,1,2,12,p3,2,,8
114,2,12,1.15,20566.662,16617,38547,,2,2,12,p3,2,yes,8
114,1,12,3.902,20020.464,16647,28813,,3,2,12,p3,2,,8
120,3,12,3.033,19755.71,17274,38064,,4,2,12,p3,2,,8
120,2,12,7.789,19311.977,13762,65535,,5,2,12,p3,2,,8
120,1,12,3.815,19833.016,16027,29311,,6,2,12,p3,2,,8
144,3,12,7.51,19231.051,15434,34385,,7,2,12,p3,2,,8
144,2,12,3.364,19333.047,17027,32859,,8,2,12,p3,2,,8
144,1,12,7.897,19295.501,9725,32431,,9,2,12,p3,2,,8
119,3,12,3.164,19650.475,17252,28495,,10,2,12,p3,2,,8
119,2,12,3.04,19324.471,14567,28154,,11,2,12,p3,2,,8
119,1,12,3.4,19391.846,17205,27385,,12,2,12,p3,2,,8
112,3,12,2.826,19831.867,17474,27549,,1,3,12,p3,2,,8
112,2,12,3.962,20052.06,16678,34170,,2,3,12,p3,2,,8
112,1,12,2.511,19884.83,17923,27035,,3,3,12,p3,2,,8
128,3,12,,,,,,4,3,12,p3,2,yes,8
128,2,12,0.875,19851.79,17998,26946,,5,3,12,p3,2,,8
128,1,12,1.249,19590.161,17868,27448,,6,3,12,p3,2,,8
140,3,12,2.423,19704.48,17460,29995,,7,3,12,p3,2,,8
140,2,12,7.057,18983.41,14745,38618,,8,3,12,p3,2,,8
140,1,12,2.331,19636.213,16936,29118,,9,3,12,p3,2,,8
139,3,12,2.273,19720.429,17564,27340,,10,3,12,p3,2,,8
139,2,12,2.114,19979.849,14560,27946,,11,3,12,p3,2,,8
139,1,12,2.847,19744.535,17255,29843,,12,3,12,p3,2,,8
Ftc555,3,12,2.06,19790.613,17220,27355,,1,4,12,p3,2,,8
Ftc555,2,12,1.439,19788.658,17711,26723,,2,4,12,p3,2,,8
Ftc555,1,12,1.685,19595.913,17161,28314,,3,4,12,p3,2,,8
KN99,3,12,2.996,19712.665,17557,34303,,4,4,12,p3,2,,8
KN99,2,12,4.547,19533.469,16926,28119,,5,4,12,p3,2,,8
KN99,1,12,2.718,19552.438,17480,28996,,6,4,12,p3,2,,8
Bt22,3,12,7.023,19151.782,11897,32223,,7,4,12,p3,2,,8
Bt22,2,12,4.533,19167.66,15696,39026,,8,4,12,p3,2,,8
Bt22,1,12,7.629,18970.752,7142,29765,,9,4,12,p3,2,,8
124,3,12,6.571,19430.097,16005,28643,,10,4,12,p3,2,,8
124,2,12,8.221,19232.11,6844,35366,,11,4,12,p3,2,,8
124,1,12,6.246,19205.143,16065,32078,,12,4,12,p3,2,,8
143,3,12,2.522,20545.445,18103,28279,,1,5,12,p3,2,,8
143,2,12,2.645,21027.517,18534,26859,,2,5,12,p3,2,,8
143,1,12,1.648,20586.915,17408,27979,,3,5,12,p3,2,,8
135,3,12,5.454,20097.231,15337,37733,,4,5,12,p3,2,,8
135,2,12,7.804,19821.958,13301,65535,,5,5,12,p3,2,,8
135,1,12,3.268,19899.198,17377,28348,,6,5,12,p3,2,,8
131,3,12,2.159,20266.45,17399,29823,,7,5,12,p3,2,,8
131,2,12,1.821,20507.336,17609,26353,,8,5,12,p3,2,,8
131,1,12,2.104,20096.622,17057,27244,,9,5,12,p3,2,,8
117,3,12,4.393,20280.344,16633,27435,,10,5,12,p3,2,,8
117,2,12,6.962,19863.769,11870,33531,,11,5,12,p3,2,,8
117,1,12,4.615,20253.161,16071,31364,,12,5,12,p3,2,,8
145,3,12,5.65,19700.91,16421,32262,,1,6,12,p3,2,,8
145,2,12,6.303,19339.599,15710,27877,,2,6,12,p3,2,,8
145,1,12,3.43,19760.197,17472,32847,,3,6,12,p3,2,,8
146,3,12,5.335,19663.557,15308,40229,,4,6,12,p3,2,,8
146,2,12,3.535,19499.116,16819,28053,,5,6,12,p3,2,,8
146,1,12,3.694,19274.387,17339,27460,,6,6,12,p3,2,,8
141,3,12,1.547,19771.827,17762,28717,,7,6,12,p3,2,,8
141,2,12,1.841,19418.896,17515,28163,,8,6,12,p3,2,,8
141,1,12,1.851,19682.061,17277,28643,,9,6,12,p3,2,,8
150,3,12,2.89,19232.873,16458,28433,,10,6,12,p3,2,,8
150,2,12,2.692,19623.093,16400,28660,,11,6,12,p3,2,,8
150,1,12,3.125,19213.813,16581,28718,,12,6,12,p3,2,,8
105,3,12,4.677,19987.376,15490,28834,,1,7,9,p3,2,,8
105,2,12,5.27,19992.658,13757,28281,,2,7,9,p3,2,,8
105,1,12,4.174,19937.938,17281,35718,,3,7,9,p3,2,,8
134,3,12,1.326,20263.009,17874,27825,,4,7,9,p3,2,,8
134,2,12,1.055,20618.416,18377,27461,,5,7,9,p3,2,,8
134,1,12,1.377,20085.749,17579,25967,,6,7,9,p3,2,,8
151,3,12,4.781,19592.995,16663,30871,,7,7,9,p3,2,,8
151,2,12,6.502,19045.483,7169,37104,,8,7,9,p3,2,,8
151,1,12,7.01,19547.78,13866,31254,,9,7,9,p3,2,,8
KN99,3,12,3.146,19995.75,17701,29517,,1,1,6,p2,1,,9
KN99,2,12,4.555,20058.948,16566,28242,,2,1,6,p2,1,,9
KN99,1,12,5.8,19946.496,17568,35341,,3,1,6,p2,1,,9
Ftc555,3,12,1.645,20059.376,17840,40783,,4,1,6,p2,1,,9
Ftc555,2,12,1.711,20180.119,17850,27264,,5,1,6,p2,1,,9
Ftc555,1,12,1.73,19953.538,17149,27694,,6,1,6,p2,1,,9
81,3,12,1.38,20470.155,18116,25849,,1,2,12,p2,1,,9
81,2,12,1.019,20347.615,18184,27858,,2,2,12,p2,1,,9
81,1,12,1.288,19819.426,17206,33448,,3,2,12,p2,1,,9
54,3,12,2.417,19640.661,17812,36412,,4,2,12,p2,1,,9
54,2,12,3.481,19308.869,17429,28498,,5,2,12,p2,1,,9
54,1,12,3.055,19305.367,17142,29176,,6,2,12,p2,1,,9
74,3,12,5.032,19232.917,16837,33493,,7,2,12,p2,1,,9
74,2,12,3.576,19186.479,17232,43996,,8,2,12,p2,1,,9
74,1,12,0.448,19520.76,17553,24533,,9,2,12,p2,1,,9
75,3,12,6.321,19291.049,14640,28642,,10,2,12,p2,1,,9
75,2,12,7.897,19543.737,10598,33627,,11,2,12,p2,1,,9
75,1,12,6.359,19378.535,9120,41310,,12,2,12,p2,1,,9
96,3,12,6.791,19974.38,15316,33684,,1,3,12,p2,1,,9
96,2,12,8.06,19495.39,9952,33715,,2,3,12,p2,1,,9
96,1,12,6.349,19504.626,15640,31236,,3,3,12,p2,1,,9
57,3,12,7.972,19192.889,6697,39603,,4,3,12,p2,1,,9
57,2,12,4.991,19259.686,16437,28509,,5,3,12,p2,1,,9
57,1,12,4.218,19612.802,16073,28561,,6,3,12,p2,1,,9
99,3,12,1.6,20087.384,17431,31093,,7,3,12,p2,1,,9
99,2,12,1.974,20047.711,17006,35200,,8,3,12,p2,1,,9
99,1,12,2.008,20288.53,17578,25773,,9,3,12,p2,1,,9
58,3,12,6.374,19157.755,11442,31963,,10,3,12,p2,1,,9
58,2,12,5.723,19400.006,12422,29845,,11,3,12,p2,1,,9
58,1,12,7.633,19126.375,7337,39977,,12,3,12,p2,1,,9
97,3,12,4.575,19431.541,15076,28535,,1,4,12,p2,1,,9
97,2,12,7.494,19262.264,12291,31433,,2,4,12,p2,1,,9
97,1,12,4.741,19281.131,17267,31607,,3,4,12,p2,1,,9
71,3,12,5.254,19277.565,16614,39483,,4,4,12,p2,1,,9
71,2,12,5.128,19323.871,16361,27849,,5,4,12,p2,1,,9
71,1,12,8.413,19345.944,14302,37819,,6,4,12,p2,1,,9
101,3,12,7.33,19951.777,13609,37051,,7,4,12,p2,1,,9
101,2,12,7.101,19614.733,13806,38245,,8,4,12,p2,1,,9
101,1,12,6.483,19381.62,12915,29008,,9,4,12,p2,1,,9
92,3,12,4.557,19642.903,17183,34493,,10,4,12,p2,1,,9
92,2,12,5.177,19499.547,11727,35968,,11,4,12,p2,1,,9
92,1,12,6.581,19576.575,15555,29833,,12,4,12,p2,1,,9
53,3,12,7.291,19621.513,16914,31928,,1,5,12,p2,1,,9
53,2,12,5.071,19880.185,17413,27738,,2,5,12,p2,1,,9
53,1,12,7.703,19826.379,13953,30153,,3,5,12,p2,1,,9
76,3,12,4.978,19674.26,16974,38829,,4,5,12,p2,1,,9
76,2,12,7.551,20128.417,8009,63148,,5,5,12,p2,1,,9
76,1,12,5.646,19533.784,16462,28180,,6,5,12,p2,1,,9
93,3,12,1.629,19744.016,17716,33293,,7,5,12,p2,1,,9
93,2,12,1.737,19757.084,17716,28236,,8,5,12,p2,1,,9
93,1,12,1.555,19683.606,17273,28359,,9,5,12,p2,1,,9
60,3,12,4.345,20092.253,17085,27900,,10,5,12,p2,1,,9
60,2,12,3.196,20148.426,14342,32786,,11,5,12,p2,1,,9
60,1,12,4.197,19671.014,16195,30944,,12,5,12,p2,1,,9
94,3,12,2.377,19873.525,17674,26827,,1,6,12,p2,1,,9
94,2,12,4.459,20149.164,17724,27372,,2,6,12,p2,1,,9
94,1,12,2.459,19829.069,17481,30393,,3,6,12,p2,1,,9
84,3,12,2.027,19251.727,17697,39848,,4,6,12,p2,1,,9
84,2,12,1.751,19703.929,18219,28452,,5,6,12,p2,1,,9
84,1,12,2.206,19381.775,17460,27669,,6,6,12,p2,1,,9
79,3,12,5.658,19251.267,16240,36025,,7,6,12,p2,1,,9
79,2,12,8.19,19103.646,14374,35083,,8,6,12,p2,1,,9
79,1,12,5.587,19227.469,15166,28959,,9,6,12,p2,1,,9
82,3,12,1.959,20198.217,17755,27342,,10,6,12,p2,1,,9
82,2,12,2.791,19661.384,17230,31999,,11,6,12,p2,1,,9
82,1,12,2.815,19889.531,16149,31205,,12,6,12,p2,1,,9
85,3,12,4.549,19476.352,17271,31991,,1,7,12,p2,1,,9
85,2,12,5.739,19380.092,15173,28228,,2,7,12,p2,1,,9
85,1,12,3.499,19570.744,15203,32455,,3,7,12,p2,1,,9
86,3,12,8.247,19855.74,8090,37841,,4,7,12,p2,1,,9
86,2,12,5.461,19441.579,14263,29063,,5,7,12,p2,1,,9
86,1,12,8.324,19658.848,14376,38923,,6,7,12,p2,1,,9
83,3,12,3.079,19484.78,17508,37146,,7,7,12,p2,1,,9
83,2,12,2.604,19437.076,17128,34032,,8,7,12,p2,1,,9
83,1,12,4.957,19433.086,16755,30524,,9,7,12,p2,1,,9
72,3,12,7.022,19441.249,11470,28406,,10,7,12,p2,1,,9
72,2,12,8.117,19700.994,7539,38358,,11,7,12,p2,1,,9
72,1,12,8.826,19509.9,9037,47136,,12,7,12,p2,1,,9
62,3,12,7.851,19197.785,8497,39371,,1,8,12,p2,1,,9
62,2,12,8.38,19420.021,9351,32215,,2,8,12,p2,1,,9
62,1,12,5.491,19542.125,12153,35766,,3,8,12,p2,1,,9
64,3,12,2.439,19638.667,17548,36187,,4,8,12,p2,1,,9
64,2,12,2.74,19794.533,17208,28592,,5,8,12,p2,1,,9
64,1,12,3.352,19483.18,17732,28476,,6,8,12,p2,1,,9
90,3,12,2.02,20333.388,17579,36776,,7,8,12,p2,1,,9
90,2,12,1.724,19942.475,17592,35312,,8,8,12,p2,1,,9
90,1,12,2.144,20258.718,17781,27832,,9,8,12,p2,1,,9
98,3,12,1.513,20064.87,17687,26795,,10,8,12,p2,1,,9
98,2,12,1.507,20019.36,17662,35459,,11,8,12,p2,1,,9
98,1,12,1.849,19674.89,16271,27664,,12,8,12,p2,1,,9
91,3,12,8.696,20070.26,7050,33654,,1,9,12,p2,1,,9
91,2,12,8.728,20153.918,12085,32571,,2,9,12,p2,1,,9
91,1,12,8.147,19930.363,13224,31780,,3,9,12,p2,1,,9
73,3,12,6.273,19594.652,16412,39109,,4,9,12,p2,1,,9
73,2,12,3.955,20183.287,16929,28139,,5,9,12,p2,1,,9
73,1,12,6.136,19853.257,14367,30941,,6,9,12,p2,1,,9
56,3,12,1.014,20066.552,17882,33467,,7,9,12,p2,1,,9
56,2,12,1.238,19846.909,17655,34764,,8,9,12,p2,1,,9
56,1,12,1.34,19998.944,17694,28667,,9,9,12,p2,1,,9
70,3,12,6.707,19506.002,12262,34914,,10,9,12,p2,1,,9
70,2,12,7.617,19587.807,11644,37638,,11,9,12,p2,1,,9
70,1,12,8.327,19119.959,10826,33769,,12,9,12,p2,1,,9
52,3,12,2.9,19613.025,17410,27047,,1,10,12,p2,1,,9
52,2,12,3.479,19629.126,17032,26570,,2,10,12,p2,1,,9
52,1,12,2.932,20051.768,17840,30232,,3,10,12,p2,1,,9
61,3,12,8.463,19674.717,5863,40979,,4,10,12,p2,1,,9
61,2,12,6.665,19928.048,16794,29387,,5,10,12,p2,1,,9
61,1,12,8.266,19846.105,5979,37662,,6,10,12,p2,1,,9
66,3,12,8.548,19444.009,14043,37218,,7,10,12,p2,1,,9
66,2,12,6.537,19263.392,16508,38952,,8,10,12,p2,1,,9
66,1,12,8.194,19292.617,9114,40189,,9,10,12,p2,1,,9
Bt22,3,12,,,,,,10,10,12,p2,1,yes,9
Bt22,2,12,7.197,19721.681,11019,33187,,11,10,12,p2,1,,9
Bt22,1,12,7.656,19063.358,12401,31137,,12,10,12,p2,1,,9
55,3,12,2.496,19383.31,17508,26879,,1,11,12,p2,1,,9
55,2,12,1.495,19945.379,17833,28617,,2,11,12,p2,1,,9
55,1,12,2.855,19986.975,14514,33039,,3,11,12,p2,1,,9
65,3,12,3.373,19858.973,7610,34320,,4,11,12,p2,1,,9
65,2,12,3.762,19904.012,17819,28577,,5,11,12,p2,1,,9
65,1,12,3.34,19436.885,17482,27938,,6,11,12,p2,1,,9
100,3,12,8.377,19416.372,12322,37654,,7,11,12,p2,1,,9
100,2,12,6.743,19375.726,15622,38971,,8,11,12,p2,1,,9
100,1,12,7.958,19571.1,12484,32315,,9,11,12,p2,1,,9
63,3,12,1.61,20654.701,17743,27555,,10,11,12,p2,1,,9
63,2,12,2.61,20568.484,17734,32912,,11,11,12,p2,1,,9
63,1,12,2.186,20708.607,17426,32293,,12,11,12,p2,1,,9
77,3,12,7.186,19669.922,9385,36808,,1,12,12,p2,1,,9
77,2,12,6.675,19422.675,9649,39829,,2,12,12,p2,1,,9
77,1,12,8.076,19555.893,8401,36737,,3,12,12,p2,1,,9
68,3,12,4.938,19558.77,9842,39404,,4,12,12,p2,1,,9
68,2,12,7.16,19638.617,16050,65535,,5,12,12,p2,1,,9
68,1,12,4.095,20337.396,16953,32504,,6,12,12,p2,1,,9
95,3,12,7.932,19358.504,13357,36519,,7,12,12,p2,1,,9
95,2,12,6.227,19217.333,15311,38244,,8,12,12,p2,1,,9
95,1,12,5.087,19622.332,16967,29647,,9,12,12,p2,1,,9
69,3,12,6.846,19583.049,9346,34820,,10,12,12,p2,1,,9
69,2,12,8.697,19692.505,8911,35737,,11,12,12,p2,1,,9
69,1,12,5.327,19984.337,17050,31469,,12,12,12,p2,1,,9
102,3,12,1.916,20200.908,17460,26107,,1,13,12,p2,1,,9
102,2,12,1.777,20416.524,17986,33012,,2,13,12,p2,1,,9
102,1,12,1.881,20470.567,17512,31063,,3,13,12,p2,1,,9
59,3,12,5.926,19986.672,8843,39076,,4,13,12,p2,1,,9
59,2,12,8.725,20042.542,11575,65535,,5,13,12,p2,1,,9
59,1,12,7.511,19439.699,10171,37580,,6,13,12,p2,1,,9
89,3,12,5.882,19917.754,16351,34620,,7,13,12,p2,1,,9
89,2,12,6.932,20324.111,15367,36733,,8,13,12,p2,1,,9
89,1,12,8.761,20060.428,6724,36798,,9,13,12,p2,1,,9
58,3,12,2.722,19938.548,15514,28745,,10,13,12,p2,1,,9
58,2,12,2.216,19881.038,17028,33584,,11,13,12,p2,1,,9
58,1,12,2.338,19806.231,16277,30780,,12,13,12,p2,1,,9
67,3,12,1.046,19850.271,17080,27762,,1,14,12,p2,1,,9
67,2,12,1.048,20334.383,18204,32258,,2,14,12,p2,1,,9
67,1,12,1.284,20549.447,17712,26568,,3,14,12,p2,1,,9
80,3,12,4.927,20169.12,8894,40377,,4,14,12,p2,1,,9
80,2,12,8.837,19820.976,10376,65535,,5,14,12,p2,1,,9
80,1,12,6.147,19515.494,5751,37330,,6,14,12,p2,1,,9
78,3,12,3.47,20422.598,17735,36535,,7,14,12,p2,1,,9
78,2,12,2.692,20433.155,17540,36892,,8,14,12,p2,1,,9
78,1,12,3.389,20680.081,17727,27038,,9,14,12,p2,1,,9
87,3,12,8.428,19010.6,12307,34091,,10,14,12,p2,1,,9
87,2,12,8.442,19407.443,10915,41215,,11,14,12,p2,1,,9
87,1,12,7.29,19359.699,8838,30981,,12,14,12,p2,1,,9
41,3,12,2.618,19634.881,17260,28557,,1,1,12,p1,1,,10
41,2,12,5.27,19518.324,16554,29149,,2,1,12,p1,1,,10
41,1,12,4.443,19529.451,16375,29320,,3,1,12,p1,1,,10
12,3,12,6.519,19593.115,9179,40258,,4,1,12,p1,1,,10
12,2,12,6.073,20021.95,17311,29227,,5,1,12,p1,1,,10
12,1,12,7.749,19782.79,13766,39530,,6,1,12,p1,1,,10
14,3,12,0.964,20069.473,17717,31636,,7,1,12,p1,1,,10
14,2,12,0.988,19890.043,17633,28321,,8,1,12,p1,1,,10
14,1,12,1.037,20210.256,17700,28652,,9,1,12,p1,1,,10
39,3,12,8.409,19134.784,6647,32452,,10,1,12,p1,1,,10
39,2,12,7.087,18911.637,11631,39846,,11,1,12,p1,1,,10
39,1,12,8.42,18900.665,6897,37529,,12,1,12,p1,1,,10
51,3,12,1.733,19942.69,17208,28215,,1,2,12,p1,1,,10
51,2,12,1.577,19666.876,17714,25227,,2,2,12,p1,1,,10
51,1,12,2.048,19667.627,17438,31007,,3,2,12,p1,1,,10
48,3,12,8.294,19899.626,10369,42319,,4,2,12,p1,1,,10
48,2,12,3.579,19951.73,17690,28007,,5,2,12,p1,1,,10
48,1,12,7.79,19928.869,9875,42705,,6,2,12,p1,1,,10
43,3,12,4.447,19171.668,16883,39684,,7,2,12,p1,1,,10
43,2,12,8.765,19008.734,4549,44449,,8,2,12,p1,1,,10
43,1,12,4.354,19045.159,16740,32134,,9,2,12,p1,1,,10
23,3,12,7.071,19205.303,6410,40980,,10,2,12,p1,1,,10
23,2,12,3.478,19529.98,13549,30938,,11,2,12,p1,1,,10
23,1,12,7.842,19360.26,5675,35243,,12,2,12,p1,1,,10
3,3,12,2.922,19896.697,6067,39203,,1,3,12,p1,1,,10
3,2,12,2.276,19442.334,14938,29901,,2,3,12,p1,1,,10
3,1,12,3.098,19552.601,16906,32042,,3,3,12,p1,1,,10
21,3,12,5.957,19707.231,9621,39656,,4,3,12,p1,1,,10
21,2,12,8.024,19672.617,12154,62724,,5,3,12,p1,1,,10
21,1,12,5.133,19421.071,16478,38423,,6,3,12,p1,1,,10
13,3,12,1.267,19884.252,17585,33364,,7,3,12,p1,1,,10
13,2,12,0.959,20016.362,17455,28402,,8,3,12,p1,1,,10
13,1,12,1.536,19689.341,16691,27748,,9,3,12,p1,1,,10
50,3,12,8.602,19208.581,9499,33064,,10,3,12,p1,1,,10
50,2,12,6.942,19370.921,6603,35683,,11,3,12,p1,1,,10
50,1,12,6.862,19190.596,13415,30828,,12,3,12,p1,1,,10
9,3,12,3.619,19407.303,17460,32049,,1,4,12,p1,1,,10
9,2,12,7.962,19179.836,11104,40709,,2,4,12,p1,1,,10
9,1,12,4.141,19384.468,16074,30099,,3,4,12,p1,1,,10
Bt22,3,12,7.705,19248.092,8940,39328,,4,4,12,p1,1,,10
Bt22,2,12,4.514,19571.223,17076,29511,,5,4,12,p1,1,,10
Bt22,1,12,7.328,19419.106,15124,37948,,6,4,12,p1,1,,10
KN99,3,12,2.436,19870.585,17603,29775,,7,4,12,p1,1,,10
KN99,2,12,5.458,19362.419,16103,34646,,8,4,12,p1,1,,10
KN99,1,12,2.865,20106.278,16982,30159,,9,4,12,p1,1,,10
Ftc555,3,12,1.593,19515.829,16972,27190,,10,4,12,p1,1,,10
Ftc555,2,12,1.239,20105.941,17675,27955,,11,4,12,p1,1,,10
Ftc555,1,12,1.628,19573.625,16861,29724,,12,4,12,p1,1,,10
36,3,12,7.056,19081.681,7068,39373,,1,5,12,p1,1,,10
36,2,12,7.135,19652.383,16993,29667,,2,5,12,p1,1,,10
36,1,12,4.488,19760.175,17285,30408,,3,5,12,p1,1,,10
30,3,12,3.76,20113.081,10897,39493,,4,5,12,p1,1,,10
30,2,12,7.47,19355.998,12884,65535,,5,5,12,p1,1,,10
30,1,12,6.712,19672.065,15612,28520,,6,5,12,p1,1,,10
40,3,12,4.661,20292.301,17429,36041,,7,5,12,p1,1,,10
40,2,12,1.955,19919.146,17584,36167,,8,5,12,p1,1,,10
40,1,12,2.698,20110.412,17086,29567,,9,5,12,p1,1,,10
31,3,12,5.574,19368.301,16401,29558,,10,5,12,p1,1,,10
31,2,12,5.36,19594.02,12485,32932,,11,5,12,p1,1,,10
31,1,12,6.069,19742.823,15638,32875,,12,5,12,p1,1,,10
10,3,12,7.13,19689.7,15772,35713,,1,6,12,p1,1,,10
10,2,12,6.068,19703.393,16592,30351,,2,6,12,p1,1,,10
10,1,12,3.681,19716.263,17344,32409,,3,6,12,p1,1,,10
46,3,12,3.407,19393.993,10540,39495,,4,6,12,p1,1,,10
46,2,12,2.943,19445.379,17675,28746,,5,6,12,p1,1,,10
46,1,12,4.191,19632.848,15676,29579,,6,6,12,p1,1,,10
42,3,12,1.153,19898.814,17938,32537,,7,6,12,p1,1,,10
42,2,12,1.667,20057.94,17734,31552,,8,6,12,p1,1,,10
42,1,12,1.184,20068.469,17612,29068,,9,6,12,p1,1,,10
28,3,12,1.569,20589.578,17770,26043,,10,6,12,p1,1,,10
28,2,12,1.121,20608.966,18215,33654,,11,6,12,p1,1,,10
28,1,12,1.908,20225.593,17423,27797,,12,6,12,p1,1,,10
22,3,12,7.656,19389.858,15232,32898,,1,7,12,p1,1,,10
22,2,12,5.773,19214.262,16109,34466,,2,7,12,p1,1,,10
22,1,12,8.114,19449.997,12600,33676,,3,7,12,p1,1,,10
33,3,12,5.006,19467.133,9902,37856,,4,7,12,p1,1,,10
33,2,12,7.287,19681.359,16667,29401,,5,7,12,p1,1,,10
33,1,12,5.25,19591.264,16529,31316,,6,7,12,p1,1,,10
26,3,12,5.006,19716.845,16494,34373,,7,7,12,p1,1,,10
26,2,12,5.254,19405.756,16042,37216,,8,7,12,p1,1,,10
26,1,12,7.63,19589.551,11308,31595,,9,7,12,p1,1,,10
17,3,12,2.29,20505.33,16607,28613,,10,7,12,p1,1,,10
17,2,12,2.018,21060.145,16910,34262,,11,7,12,p1,1,,10
17,1,12,5.925,19842.857,14676,30865,,12,7,12,p1,1,,10
45,3,12,2.501,19408.584,16891,40844,,1,8,12,p1,1,,10
45,2,12,4.388,19382.415,16454,32888,,2,8,12,p1,1,,10
45,1,12,4.621,19405.682,14877,31767,,3,8,12,p1,1,,10
27,3,12,6.294,19382.959,10176,37867,,4,8,12,p1,1,,10
27,2,12,7.932,19491.774,13241,65535,,5,8,12,p1,1,,10
27,1,12,6.048,19791.459,16780,30595,,6,8,12,p1,1,,10
19,3,12,2.95,19354.877,16533,31295,,7,8,12,p1,1,,10
19,2,12,2.128,19338.97,17249,31423,,8,8,12,p1,1,,10
19,1,12,2.824,19191.682,15852,29136,,9,8,12,p1,1,,10
18,3,12,2.542,19354.318,15965,28921,,10,8,12,p1,1,,10
18,2,12,3.107,19240.637,16556,33080,,11,8,12,p1,1,,10
18,1,12,3.117,19499.86,17031,29107,,12,8,12,p1,1,,10
8,3,12,2.55,19342.01,17299,44457,,1,9,12,p1,1,,10
8,2,12,3.817,19493.95,16975,31081,,2,9,12,p1,1,,10
8,1,12,2.515,19290.937,17277,32171,,3,9,12,p1,1,,10
6,3,12,5.507,19584.553,11272,38725,,4,9,12,p1,1,,10
6,2,12,4.466,19358.512,16798,28885,,5,9,12,p1,1,,10
6,1,12,3.203,19788.95,17242,28876,,6,9,12,p1,1,,10
16,3,12,4.965,19976.352,17360,38257,,7,9,12,p1,1,,10
16,2,12,6.465,19771.071,14757,38856,,8,9,12,p1,1,,10
16,1,12,6.033,19667.035,15146,32842,,9,9,12,p1,1,,10
11,3,12,1.691,19834.312,17005,26554,,10,9,12,p1,1,,10
11,2,12,1.799,19875.461,17814,35136,,11,9,12,p1,1,,10
11,1,12,2.34,19676.775,17181,28526,,12,9,12,p1,1,,10
5,3,12,0.787,19721.032,16184,32287,,1,10,12,p1,1,,10
5,2,12,0.512,19948.004,18037,27150,,2,10,12,p1,1,,10
5,1,12,0.574,19486.53,17826,26413,,3,10,12,p1,1,,10
44,3,12,,,,,,4,10,12,p1,1,,10
44,2,12,1.271,20086.021,18335,30405,,5,10,12,p1,1,,10
44,1,12,1.356,19324.653,17596,27093,,6,10,12,p1,1,,10
35,3,12,6.291,19487.907,14876,36239,,7,10,12,p1,1,,10
35,2,12,5.2,19638.127,15519,31863,,8,10,12,p1,1,,10
35,1,12,6.63,19530.605,16395,33306,,9,10,12,p1,1,,10
49,3,12,2.089,19481.698,16720,27944,,10,10,12,p1,1,,10
49,2,12,2.391,19168.835,17048,31880,,11,10,12,p1,1,,10
49,1,12,3.037,19401.198,17474,28951,,12,10,12,p1,1,,10
15,3,12,0.898,20042.319,17990,32682,,1,11,12,p1,1,,10
15,2,12,0.841,19936.823,17661,33323,,2,11,12,p1,1,,10
15,1,12,1.083,20069.745,17836,28012,,3,11,12,p1,1,,10
4,3,12,1.654,19722.893,17156,33435,,4,11,12,p1,1,,10
4,2,12,1.401,19927.679,17399,28613,,5,11,12,p1,1,,10
4,1,12,1.668,19874.253,17325,27625,,6,11,12,p1,1,,10
29,3,12,4.505,19819.027,16052,36658,,7,11,12,p1,1,,10
29,2,12,6.452,19777.726,16548,36432,,8,11,12,p1,1,,10
29,1,12,4.724,19989.559,16129,34437,,9,11,12,p1,1,,10
38,3,12,1.319,20127.709,17533,28174,,10,11,12,p1,1,,10
38,2,12,2.09,20053.324,17452,34969,,11,11,12,p1,1,,10
38,1,12,1.926,19991.619,17608,28197,,12,11,12,p1,1,,10
2,3,12,1.097,19065.887,17282,35599,,1,12,12,p1,1,,10
2,2,12,0.928,19157.57,17445,25762,,2,12,12,p1,1,,10
2,1,12,0.922,19181.763,17617,28956,,3,12,12,p1,1,,10
7,3,12,6.786,18850.67,14711,39166,,4,12,12,p1,1,,10
7,2,12,3.026,19036.905,17031,28576,,5,12,12,p1,1,,10
7,1,12,7.862,19073.908,14363,36628,,6,12,12,p1,1,,10
47,3,12,2.218,19176.175,17349,30033,,7,12,12,p1,1,,10
47,2,12,3.08,19074.063,17260,33192,,8,12,12,p1,1,,10
47,1,12,1.975,19198.098,15554,29026,,9,12,12,p1,1,,10
20,3,12,1.004,19217.782,16054,28635,,10,12,12,p1,1,,10
20,2,12,1.552,19075.423,17081,34988,,11,12,12,p1,1,,10
20,1,12,1.476,19229.396,16680,28197,,12,12,12,p1,1,,10
24,3,12,,,,,,1,13,12,p1,1,,10
24,2,12,2.663,19014.6,17022,31494,,2,13,12,p1,1,,10
24,1,12,3.602,18834.381,16840,32354,,3,13,12,p1,1,,10
